83.59425020880772,-98.17531775815463,113.59425020880772,-68.17531775815463|today,temperature|back|barometer,humidity
34.10814743025615,26.99754945498168,64.10814743025615,56.99754945498168|temperature,barometer|today|humidity,slowly
85.7193832682295,-72.49214300585184,115.7193832682295,-42.492143005851844|rain,today|people|temperature,barometer
-77.30174437462986,90.74432211987329,-47.30174437462986,120.74432211987329|rising,today|night|temperature,barometer
-4.8376693886566215,125.12404719220234,25.16233061134338,155.12404719220234|temperature,humidity|shit|hourly,pressure
-87.35104587421537,48.55976109665491,-57.35104587421537,78.55976109665491|falling,rain|fuck|today,temperature
-30.056714774244455,-87.07766226295223,-0.0567147742444547,-57.07766226295223|humidity,hourly|2|pressure,slowly
-11.541173496476674,-83.25432378878375,18.458826503523326,-53.25432378878375|hourly,pressure|make|slowly,gust
-7.4737467562872695,-46.915536453851814,22.52625324371273,-16.915536453851814|rain,rising|feel|today,temperature
-31.288189788391378,178.67116598981664,-1.288189788391378,208.67116598981664|km,today|tonight|temperature,barometer
38.24640187317058,116.86644736863337,68.24640187317058,146.86644736863337|rain,km|hate|today,temperature
-28.898174004964986,-146.47902585242161,1.1018259950350142,-116.47902585242161|2,temperature|wanna|humidity,hourly
-3.6855619508191353,-114.4448978738419,26.314438049180865,-84.4448978738419|rain,km|tomorrow|rising,today
-59.245010773921095,-178.7694865539929,-29.245010773921095,-148.7694865539929|km,rising|gonna|today,temperature
19.414327688404782,33.7738916299551,49.41432768840478,63.7738916299551|rain,falling|haha|temperature,humidity
68.96920669675896,71.88005306252174,98.96920669675896,101.88005306252174|falling,temperature|girl|humidity,hourly
-4.726158185907764,107.96147186047756,25.273841814092236,137.96147186047756|falling,rain|game|km,today
59.66657227539264,104.73502871231983,89.66657227539264,134.73502871231983|falling,2|birthday|temperature,humidity
-58.42428265478441,70.38560999957042,-28.424282654784413,100.38560999957042|rain,falling|bad|2,temperature
-68.3449374393732,-129.7168509789766,-38.3449374393732,-99.7168509789766|big,yellow|fucking|taxi,benzin
-15.809479052216389,87.84396281975648,14.190520947783611,117.84396281975648|began,workout|follow|follow,live
16.221419073084192,148.03331572086904,46.22141907308419,178.03331572086904|running,began|watching|workout,follow
-12.04939328909964,-155.7574514247347,17.95060671090036,-125.75745142473471|today,temperature|yeah|weather,barometer
-58.37173280875816,-116.49479885172451,-28.37173280875816,-86.49479885172451|chapter,2|stop|insidious,watching
9.047728424419617,-132.46854515360013,39.04772842441962,-102.46854515360013|temperature,barometer|thing|humidity,ene
-71.2359897929442,-30.247405512740528,-41.235989792944196,-0.2474055127405279|trending,1st|bitch|topic,appears
-71.37466594747546,24.01678897582812,-41.374665947475464,54.01678897582812|world,outdoors|baby|weather,follow
55.495005580251785,11.92754429751767,85.49500558025179,41.92754429751767|boo,correct|week|answer,minutes
-11.75032888739564,106.85652066350775,18.24967111260436,136.85652066350775|trending,1st|watch|topic,people
21.195212596339218,-82.19354228364772,51.19521259633922,-52.193542283647716|1st,topic|real|people,mention
-20.31780528168271,130.58735629020782,9.682194718317291,160.58735629020782|temperature,weather|friends|barometer,humidity
-42.52068539312024,-87.13664480624969,-12.520685393120239,-57.13664480624969|1st,topic|didn|appears,mention
-76.26089464885405,179.81839963979257,-46.26089464885405,209.81839963979257|deg,today|give|temperature,barometer
86.34112269427416,-94.61046900181229,116.34112269427416,-64.61046900181229|world,cool|made|style,place
