11.952112600501607,148.74667918376844,41.95211260050161,178.74667918376844|today|photo,posted|temperature,barometer
-19.232807883101316,9.639062089624588,10.767192116898684,39.63906208962459|temperature|walking,dead|barometer,humidity
34.40812905691277,-159.62983226699592,64.40812905691277,-129.62983226699592|barometer|back,follow|humidity,slowly
-56.19293975865293,-83.80378267743156,-26.192939758652933,-53.803782677431556|rain|today,temperature|today,temperature
-75.13991673169936,-10.976985411320783,-45.13991673169936,19.023014588679217|rising|barometer,humidity|today,temperature
-75.01809410888843,70.90593539860501,-45.018094108888434,100.90593539860501|falling|temperature,barometer|rain,today
-49.94050552465095,-122.20302247262845,-19.940505524650952,-92.20302247262845|humidity|ice,cream|hourly,pressure
-67.43630514545511,-40.91059678126183,-37.43630514545511,-10.91059678126183|temperature|hate,people|humidity,hourly
36.718905695122146,120.4000175858717,66.71890569512215,150.4000175858717|rain|shit,fuck|rising,today
24.790796744656348,159.11692748853966,54.79079674465635,189.11692748853966|hourly|holy,shit|pressure,slowly
15.218896851740027,107.06489366862428,45.21889685174003,137.06489366862428|pressure|back,text|slowly,gust
-83.2041638402315,-164.63440908324293,-53.2041638402315,-134.63440908324293|rain|falling,rain|km,rising
-0.5091804493087722,-173.01455217593258,29.490819550691228,-143.01455217593258|watch|humidity,slowly|walking,dead
-69.24208692189438,56.98267801490314,-39.24208692189438,86.98267801490314|falling|rain,today|rain,km
72.99771675720024,34.1276583984737,102.99771675720024,64.1276583984737|chapter|makes,feel|2,insidious
32.80514302649365,16.039985538105554,62.80514302649365,46.039985538105554|rain|feel,make|km,today
-66.90079014876852,-160.44875006437658,-36.90079014876852,-130.44875006437658|km|people,make|today,temperature
-44.63062684897416,-14.421697997047517,-14.63062684897416,15.578302002952483|amazing|late,night|watch,follow
-40.92562664440485,80.91707331505143,-10.92562664440485,110.91707331505143|falling|today,tomorrow|temperature,humidity
79.49558151446308,156.20537818237426,109.49558151446308,186.20537818237426|2|rising,today|temperature,humidity
-87.31001671847343,38.644276835030865,-57.310016718473435,68.64427683503087|km|night,tomorrow|rising,today
-71.9656963664304,119.32484668072317,-41.96569636643039,149.32484668072317|rain|tomorrow,back|falling,temperature
-45.56032213250339,-161.77950737609868,-15.560322132503387,-131.77950737609868|walking|made,night|dead,watching
-42.3037299406806,-34.262581146271856,-12.303729940680597,-4.262581146271856|trend|bitch,fuck|alert,trends
83.44298157066112,119.45722453906433,113.44298157066112,149.45722453906433|rain|hate,fucking|falling,2
75.62408857490041,-179.7299897100719,105.62408857490041,-149.7299897100719|trending|rain,rising|1st,topic
-15.518665609141124,-133.97822189517615,14.481334390858876,-103.97822189517615|falling|gonna,tomorrow|2,temperature
-55.5632957770325,-143.74767940970924,-25.5632957770325,-113.74767940970924|awards|bad,feel|hop,hip
-8.238415030615684,-87.63391791010233,21.761584969384316,-57.633917910102326|rising|today,feel|temperature,humidity
-81.37190123216278,148.0744576367564,-51.371901232162784,178.0744576367564|fifteen|gonna,today|twitter,nicest
-44.26431352364948,-179.7881811192359,-14.264313523649477,-149.7881811192359|feel|temperature,humidity|type,make
54.7524817024632,-74.2766188090318,84.7524817024632,-44.2766188090318|yellow|rain,km|taxi,benzin
86.66860053899373,103.04033713059039,116.66860053899373,133.0403371305904|back|slowly,gust|send,people
38.003989011180124,-27.89006026036199,68.00398901118012,2.1099397396380084|began|shit,feel|workout,follow
66.63476292827553,174.57497254368764,96.63476292827553,204.57497254368764|workout|bitch,shit|follow,live
-51.40027861857867,-107.83773497136087,-21.400278618578668,-77.83773497136087|running|tonight,game|began,workout
-69.76342645246689,-133.96778879003827,-39.76342645246689,-103.96778879003827|walking|wanna,make|back,dead
-87.199286867463,-137.92452008367127,-57.199286867463,-107.92452008367127|kindly|give,fuck|back,follow
-26.423097721872793,136.95762996537047,3.576902278127207,166.95762996537047|world|play,game|outdoors,weather
-14.543806147306682,157.77162178107142,15.456193852693318,187.77162178107142|cloudy|wanna,dont|2,revenge
-59.11933637814049,-104.24892314664115,-29.11933637814049,-74.24892314664115|2|hourly,pressure|insidious,watching
13.632340249798489,-56.46212609948364,43.63234024979849,-26.46212609948364|trend|humidity,hourly|tweet,published
58.64890613666151,-71.47487108019538,88.64890613666151,-41.474871080195385|temperature|pressure,slowly|weather,barometer
-65.81262268712517,-45.024926918610305,-35.81262268712517,-15.024926918610305|today|movie,watch|temperature,weather
38.34217164829775,-31.27052736658581,68.34217164829775,-1.2705273665858101|boo|gonna,night|correct,answer
2.080855661694173,-45.19723098748932,32.08085566169417,-15.19723098748932|cloudy|feel,sick|meatballs,2
-9.672016562825405,-154.986660455449,20.327983437174595,-124.986660455449|rain|half,hour|2,rising
-9.244486075112775,135.7309159316872,20.755513924887225,165.7309159316872|barometer|talk,people|humidity,ene
-55.80910471974089,61.08679585765441,-25.809104719740887,91.08679585765441|big|make,laugh|yellow,taxi
51.10603923330868,111.52255119875696,81.10603923330868,141.52255119875696|1st|today,back|topic,appears
73.49150953661922,128.88109580577134,103.49150953661922,158.88109580577134|correct|super,soy|answer,minutes
-18.650171753881736,-104.46424104597169,11.349828246118264,-74.46424104597169|outdoors|rain,falling|weather,follow
-3.32562643544334,95.09704887392155,26.67437356455666,125.09704887392155|give|shit,gonna|reason,feat
-73.45947714038414,35.447291553688444,-43.45947714038414,65.44729155368844|topic|fucking,people|people,mention
-49.937171340368245,11.269761125552321,-19.937171340368245,41.26976112555232|capital|back,coming|festival,corona
53.515997570514486,-146.47563746162544,83.51599757051449,-116.47563746162544|1st|makes,sense|topic,people
-56.25778402084707,-41.23319824105184,-26.25778402084707,-11.233198241051838|weather|talk,wanna|barometer,humidity
54.74820436249357,-66.27496789936997,84.74820436249357,-36.27496789936997|topic|watch,gonna|appears,mention
56.621114264373546,132.67620157798666,86.62111426437355,162.67620157798666|walking|shit,real|finally,dead
82.86301834775253,-119.92810372052935,112.86301834775253,-89.92810372052935|reports|make,smile|quake,earthquake
63.073564324131496,92.32968033582091,93.0735643241315,122.32968033582091|topic|shut,fuck|tweets,users
26.52411538096362,25.157590025625097,56.52411538096362,55.1575900256251|art|fuck,back|world,cool
-49.6965043013097,41.245344842056824,-19.6965043013097,71.24534484205682|amas|game,watch|artist,year
-72.0744159911321,-46.69509109789527,-42.0744159911321,-16.695091097895272|style|watch,walking|place,hot
2.935902875195893,145.56360934090054,32.93590287519589,175.56360934090054|cool|night,back|style,place
-67.68615583283747,59.818248653794825,-37.68615583283747,89.81824865379483|deg|2,insidious|today,temperature
79.32753948624097,-162.41136144908026,109.32753948624097,-132.41136144908026|world|hop,hip|cool,style
10.760130431408214,175.9272321134065,40.760130431408214,205.9272321134065|made|back,wanna|topic,tweets
-37.29675755728919,139.83706872396152,-7.29675755728919,169.83706872396152|feat|people,dont|changed,ed
68.83070070178982,148.4374419424587,98.83070070178982,178.4374419424587|weather|baby,girl|humidity,pressure
-60.53779356069252,5.034647916445266,-30.53779356069252,35.034647916445266|movies|eyes,open|cuddle,watch
-54.14739061179502,133.76709480613403,-24.147390611795018,163.76709480613403|matters|bad,mood|complete,make
56.861887040066506,18.790547304565195,86.8618870400665,48.790547304565195|baby|shit,talk|supporting,blanket
2.148680785090761,-112.03716971507544,32.14868078509076,-82.03716971507544|bitches|shit,yo|days,talk
2.7754413342660627,34.21803384896481,32.77544133426606,64.21803384896481|dish|follow,make|jobs,technician
4.916190469279854,27.45161272522455,34.916190469279854,57.45161272522455|demi|change,things|attack,heart
51.33187720071112,41.55957783225418,81.33187720071112,71.55957783225418|place|things,people|hot,follow
-2.650608963865807,59.69986635255063,27.349391036134193,89.69986635255063|eat|shit,back|ice,cream
89.98648013661011,140.91310585352846,119.98648013661011,170.91310585352846|free|wide,awake|prize,costumes
-9.843038791289061,-21.384917092527758,20.15696120871094,8.615082907472242|walking|tonight,night|tomorrow,dead
85.93218856049467,-117.55451328838961,115.93218856049467,-87.55451328838961|police|feel,people|person,contact
-50.19891868955529,106.43922462910552,-20.198918689555292,136.43922462910552|hourly|shit,today|pressure,gust
42.75102748819171,26.018338444123003,72.75102748819171,56.018338444123|2|people,friends|revenge,watching
33.58578164952593,122.04710048511362,63.58578164952593,152.04710048511362|vibe|stop,shit|bitch,kill
-18.18209016819314,150.9401378336126,11.817909831806858,180.9401378336126|poker|running,km|limit,tournament
-1.8521648429239974,164.97729260676283,28.147835157076003,194.97729260676283|sunway|today,weather|pyramid,petaling
-42.7925823932336,-123.40203242691175,-12.792582393233602,-93.40203242691175|walking|gonna,back|show,dead
-35.04562216940241,-134.81305942577083,-5.045622169402407,-104.81305942577083|hate|made,today|fucking,people
-2.2825601058786447,56.010962024668146,27.717439894121355,86.01096202466815|photo|gonna,fuck|hotel,posted
24.08712785709588,-39.5640287660666,54.08712785709588,-9.564028766066599|tsunami|girl,wanna|alert,earthquake
-14.888116852686181,-103.11305415338595,15.111883147313819,-73.11305415338595|st|people,funny|police,person
55.89388809610247,-173.62963500418215,85.89388809610247,-143.62963500418215|brings|girl,make|memories,back
3.797851684471908,148.5524415841847,33.79785168447191,178.5524415841847|alive|bad,bitch|makes,feel
-30.98615844339934,-81.2119610893408,-0.98615844339934,-51.211961089340804|back|back,hate|text,people
-66.10892397937766,148.16559028248554,-36.108923979377664,178.16559028248554|clarity|follow,people|foxes,feat
52.833846128679596,-26.76487779313149,82.8338461286796,3.2351222068685104|fuck|shit,gotta|girl,wanna
26.98658465298338,85.91041384170035,56.98658465298338,115.91041384170035|hate|shit,hate|talk,people
62.608808902465626,-136.00565996718097,92.60880890246563,-106.00565996718097|poker|2,months|limit,casino
21.939925826579483,46.41002703737345,51.93992582657948,76.41002703737345|head|make,wanna|comfortable,simple
-63.72011967902874,172.6913618800922,-33.72011967902874,202.6913618800922|today|birthday,xx|temperature,barometer
-53.42247638701921,172.38532833572134,-23.42247638701921,202.38532833572134|temperature|tonight,gonna|barometer,humidity
-76.54985766798802,116.15901751215182,-46.54985766798802,146.15901751215182|barometer|today,feeling|humidity,slowly
50.49300269643314,-163.37512316959413,80.49300269643314,-133.37512316959413|rain|feel,hate|today,temperature
-50.97187186116757,93.86327810719189,-20.97187186116757,123.86327810719189|rising|sense,make|today,temperature
-56.050338039378936,39.62077058331258,-26.050338039378936,69.62077058331258|falling|dead,watching|rain,today
36.72531715975053,177.10910659973666,66.72531715975053,207.10910659973666|humidity|weekend,back|hourly,pressure
58.39748495361488,-27.235829844668217,88.39748495361488,2.764170155331783|temperature|fuck,fucking|humidity,hourly
0.8945820589788127,175.4081785244527,30.894582058978813,205.4081785244527|rain|fuck,wanna|rising,today
-64.77358620090648,160.7834916487438,-34.77358620090648,190.7834916487438|hourly|hate,feeling|pressure,slowly
-20.877733046513328,-0.19534152203468125,9.122266953486672,29.80465847796532|pressure|make,people|slowly,gust
-8.884140504640584,-177.8529540214186,21.115859495359416,-147.8529540214186|rain|fuck,people|km,rising
42.53742608406296,58.61923700914042,72.53742608406296,88.61923700914042|watch|talking,people|walking,dead
40.70373405030264,102.44122161151898,70.70373405030264,132.44122161151898|falling|fuck,yeah|rain,km
45.97750896381365,-72.01432928449043,75.97750896381365,-42.01432928449043|chapter|give,reason|2,insidious
-79.71350043883946,83.27420960448882,-49.71350043883946,113.27420960448882|rain|shows,trend|km,today
-14.04948093175463,-22.28180033486575,15.95051906824537,7.71819966513425|km|fuck,hate|today,temperature
49.87516339215526,108.04440153593873,79.87516339215526,138.04440153593873|amazing|2,week|watch,follow
20.75952725387549,162.46214593623438,50.75952725387549,192.46214593623438|falling|piece,shit|temperature,humidity
55.170203533848934,75.95159343441279,85.17020353384893,105.95159343441279|2|baby,back|temperature,humidity
-45.79383970079242,-111.25571166476368,-15.793839700792418,-81.25571166476368|km|shit,night|rising,today
25.881923576752826,96.91828638611116,55.881923576752826,126.91828638611116|rain|feel,type|falling,temperature
31.965446045575376,-19.54662391144538,61.965446045575376,10.45337608855462|walking|talk,real|dead,watching
12.310859555899341,-127.37263471981161,42.31085955589934,-97.37263471981161|trend|hate,girls|alert,trends
68.02523590217973,-151.55449033222257,98.02523590217973,-121.55449033222257|rain|finally,back|falling,2
-81.78381869128451,-27.32854038875533,-51.78381869128451,2.6714596112446714|trending|aint,shit|1st,topic
27.50916862603583,-95.61712172766262,57.50916862603583,-65.61712172766262|falling|birthday,beautiful|2,temperature
-85.2616388190074,49.848553615059984,-55.2616388190074,79.84855361505998|awards|people,live|hop,hip
-78.24711446475678,-155.421292147724,-48.24711446475678,-125.42129214772399|rising|make,dont|temperature,humidity
57.505607580043176,-175.0728766677598,87.50560758004318,-145.0728766677598|fifteen|text,people|twitter,nicest
21.679106866697083,26.535087556475844,51.67910686669708,56.535087556475844|feel|people,put|type,make
-2.95814832835309,-151.2564126915581,27.04185167164691,-121.2564126915581|yellow|make,friends|taxi,benzin
-73.68219998857813,-110.97548191020083,-43.682199988578134,-80.97548191020083|back|excited,tomorrow|send,people
-48.79262387827401,138.28343820660132,-18.792623878274007,168.28343820660132|began|chief,keef|workout,follow
74.74360025590292,25.980144231338528,104.74360025590292,55.98014423133853|workout|people,wrong|follow,live
-62.358528216189214,23.436952172431944,-32.358528216189214,53.436952172431944|running|tomorrow,wanna|began,workout
81.75330943338943,-164.8764866847706,111.75330943338943,-134.8764866847706|walking|bitch,yo|back,dead
44.03969434089646,52.409048914913456,74.03969434089646,82.40904891491346|kindly|night,baby|back,follow
-89.71782233944444,24.173001628625173,-59.71782233944444,54.17300162862517|world|2,days|outdoors,weather
84.58673558788956,-173.6978159176376,114.58673558788956,-143.6978159176376|cloudy|movie,night|2,revenge
66.85835235973946,-89.36015660583631,96.85835235973946,-59.36015660583631|2|shit,talking|insidious,watching
-8.020980208532606,87.18014712997166,21.979019791467394,117.18014712997166|trend|things,back|tweet,published
-79.6792272123709,75.6330873466826,-49.679227212370904,105.6330873466826|temperature|night,feel|weather,barometer
-53.79039678015816,-11.040419292682031,-23.79039678015816,18.95958070731797|today|yo,fuck|temperature,weather
78.57645742545066,167.75848496806236,108.57645742545066,197.75848496806236|boo|pay,attention|correct,answer
3.6510595703617668,-3.234666024368096,33.65105957036177,26.765333975631904|cloudy|real,people|meatballs,2
-46.65099233090788,140.11077351811002,-16.650992330907883,170.11077351811002|rain|back,days|2,rising
-17.039543080806993,-112.07532809509854,12.960456919193007,-82.07532809509854|barometer|hurts,bad|humidity,ene
-81.3291304902667,21.522500412108144,-51.32913049026671,51.522500412108144|big|gonna,start|yellow,taxi
-32.05627687836355,146.56436829777323,-2.0562768783635477,176.56436829777323|1st|tonight,walking|topic,appears
65.29769671526924,-47.35306544473934,95.29769671526924,-17.353065444739343|correct|girl,cute|answer,minutes
1.7550291310341066,-146.18604848441822,31.755029131034107,-116.18604848441822|outdoors|km,today|weather,follow
-9.726044102796237,-141.88356250956218,20.273955897203763,-111.88356250956218|give|bad,today|reason,feat
-48.329918415842144,136.9072961066301,-18.329918415842144,166.9072961066301|topic|back,people|people,mention
78.55466554362448,97.93180241291617,108.55466554362448,127.93180241291617|capital|km,rising|festival,corona
-80.83953108771372,-126.98612425781165,-50.83953108771372,-96.98612425781165|1st|movies,watch|topic,people
-8.111017048667364,-55.59777205992806,21.888982951332636,-25.59777205992806|weather|bout,shit|barometer,humidity
-63.89044621400204,7.42000727974613,-33.89044621400204,37.42000727974613|topic|ago,years|appears,mention
59.0970518801451,-74.63057805637847,89.0970518801451,-44.63057805637847|walking|wanna,hear|finally,dead
64.74862358249291,60.71955306582487,94.74862358249291,90.71955306582487|reports|feel,wanna|quake,earthquake
-38.57756504406466,-119.8862807495864,-8.577565044064663,-89.8862807495864|topic|week,gonna|tweets,users
-53.744666870821895,85.96255663447795,-23.744666870821895,115.96255663447795|art|listening,music|world,cool
86.8181331194433,-88.74615067026856,116.8181331194433,-58.74615067026856|amas|big,deal|artist,year
40.944693696225556,94.24931059177061,70.94469369622556,124.24931059177061|style|follow,live|place,hot
87.82495893812808,124.11618982301485,117.82495893812808,154.11618982301485|cool|today,days|style,place
-28.403723190966495,-43.9534658240982,1.5962768090335047,-13.953465824098203|deg|game,2|today,temperature
79.12693769475536,-35.53648849735566,109.12693769475536,-5.536488497355663|world|night,fun|cool,style
60.69937180497834,-74.45866084670642,90.69937180497834,-44.45866084670642|made|chapter,2|topic,tweets
72.9190682364875,16.13702201161729,102.9190682364875,46.13702201161729|feat|today,tired|changed,ed
22.261350736991616,-13.362384901042361,52.261350736991616,16.63761509895764|weather|birthday,today|humidity,pressure
-67.10139428121025,22.079818571302468,-37.10139428121025,52.07981857130247|movies|shit,fucking|cuddle,watch
89.31259492244232,-138.26121286063355,119.31259492244232,-108.26121286063355|matters|shit,crazy|complete,make
-49.00821615374316,125.37383762961139,-19.008216153743163,155.3738376296114|baby|tonight,2|supporting,blanket
