11.952112600501607,148.74667918376844,41.95211260050161,178.74667918376844|today,temperature|photo,posted|barometer,humidity
-19.232807883101316,9.639062089624588,10.767192116898684,39.63906208962459|temperature,barometer|walking,dead|humidity,slowly
34.40812905691277,-159.62983226699592,64.40812905691277,-129.62983226699592|rain,today|back,follow|temperature,barometer
-56.19293975865293,-83.80378267743156,-26.192939758652933,-53.803782677431556|rising,today|today,temperature|temperature,barometer
-75.13991673169936,-10.976985411320783,-45.13991673169936,19.023014588679217|temperature,humidity|barometer,humidity|hourly,pressure
-75.01809410888843,70.90593539860501,-45.018094108888434,100.90593539860501|falling,rain|temperature,barometer|today,temperature
-49.94050552465095,-122.20302247262845,-19.940505524650952,-92.20302247262845|humidity,hourly|ice,cream|pressure,slowly
-67.43630514545511,-40.91059678126183,-37.43630514545511,-10.91059678126183|hourly,pressure|hate,people|slowly,gust
36.718905695122146,120.4000175858717,66.71890569512215,150.4000175858717|rain,rising|shit,fuck|today,temperature
24.790796744656348,159.11692748853966,54.79079674465635,189.11692748853966|km,today|holy,shit|temperature,barometer
15.218896851740027,107.06489366862428,45.21889685174003,137.06489366862428|rain,km|back,text|today,temperature
-83.2041638402315,-164.63440908324293,-53.2041638402315,-134.63440908324293|2,temperature|falling,rain|humidity,hourly
-0.5091804493087722,-173.01455217593258,29.490819550691228,-143.01455217593258|rain,km|humidity,slowly|rising,today
-69.24208692189438,56.98267801490314,-39.24208692189438,86.98267801490314|km,rising|rain,today|today,temperature
72.99771675720024,34.1276583984737,102.99771675720024,64.1276583984737|rain,falling|makes,feel|temperature,humidity
32.80514302649365,16.039985538105554,62.80514302649365,46.039985538105554|falling,temperature|feel,make|humidity,hourly
-66.90079014876852,-160.44875006437658,-36.90079014876852,-130.44875006437658|falling,rain|people,make|km,today
-44.63062684897416,-14.421697997047517,-14.63062684897416,15.578302002952483|falling,2|late,night|temperature,humidity
-40.92562664440485,80.91707331505143,-10.92562664440485,110.91707331505143|rain,falling|today,tomorrow|2,temperature
79.49558151446308,156.20537818237426,109.49558151446308,186.20537818237426|big,yellow|rising,today|taxi,benzin
-87.31001671847343,38.644276835030865,-57.310016718473435,68.64427683503087|began,workout|night,tomorrow|follow,live
