11.952112600501607,148.74667918376844,41.95211260050161,178.74667918376844|today,temperature|photo,posted=walking,dead|barometer,humidity
-19.232807883101316,9.639062089624588,10.767192116898684,39.63906208962459|temperature,barometer|back,follow=today,temperature|humidity,slowly
34.40812905691277,-159.62983226699592,64.40812905691277,-129.62983226699592|rain,today|barometer,humidity=temperature,barometer|temperature,barometer
-56.19293975865293,-83.80378267743156,-26.192939758652933,-53.803782677431556|rising,today|ice,cream=hate,people|temperature,barometer
-75.13991673169936,-10.976985411320783,-45.13991673169936,19.023014588679217|temperature,humidity|shit,fuck=holy,shit|hourly,pressure
-75.01809410888843,70.90593539860501,-45.018094108888434,100.90593539860501|falling,rain|back,text=falling,rain|today,temperature
-49.94050552465095,-122.20302247262845,-19.940505524650952,-92.20302247262845|humidity,hourly|humidity,slowly=rain,today|pressure,slowly
-67.43630514545511,-40.91059678126183,-37.43630514545511,-10.91059678126183|hourly,pressure|makes,feel=feel,make|slowly,gust
36.718905695122146,120.4000175858717,66.71890569512215,150.4000175858717|rain,rising|people,make=late,night|today,temperature
24.790796744656348,159.11692748853966,54.79079674465635,189.11692748853966|km,today|today,tomorrow=rising,today|temperature,barometer
15.218896851740027,107.06489366862428,45.21889685174003,137.06489366862428|rain,km|night,tomorrow=tomorrow,back|today,temperature
-83.2041638402315,-164.63440908324293,-53.2041638402315,-134.63440908324293|2,temperature|made,night=bitch,fuck|humidity,hourly
-0.5091804493087722,-173.01455217593258,29.490819550691228,-143.01455217593258|rain,km|hate,fucking=rain,rising|rising,today
-69.24208692189438,56.98267801490314,-39.24208692189438,86.98267801490314|km,rising|gonna,tomorrow=bad,feel|today,temperature
72.99771675720024,34.1276583984737,102.99771675720024,64.1276583984737|rain,falling|today,feel=gonna,today|temperature,humidity
32.80514302649365,16.039985538105554,62.80514302649365,46.039985538105554|falling,temperature|temperature,humidity=rain,km|humidity,hourly
-66.90079014876852,-160.44875006437658,-36.90079014876852,-130.44875006437658|falling,rain|slowly,gust=shit,feel|km,today
-44.63062684897416,-14.421697997047517,-14.63062684897416,15.578302002952483|falling,2|bitch,shit=tonight,game|temperature,humidity
-40.92562664440485,80.91707331505143,-10.92562664440485,110.91707331505143|rain,falling|wanna,make=give,fuck|2,temperature
79.49558151446308,156.20537818237426,109.49558151446308,186.20537818237426|big,yellow|play,game=wanna,dont|taxi,benzin
-87.31001671847343,38.644276835030865,-57.310016718473435,68.64427683503087|began,workout|hourly,pressure=humidity,hourly|follow,live
-71.9656963664304,119.32484668072317,-41.96569636643039,149.32484668072317|running,began|pressure,slowly=movie,watch|workout,follow
-45.56032213250339,-161.77950737609868,-15.560322132503387,-131.77950737609868|today,temperature|gonna,night=feel,sick|weather,barometer
-42.3037299406806,-34.262581146271856,-12.303729940680597,-4.262581146271856|chapter,2|half,hour=talk,people|insidious,watching
83.44298157066112,119.45722453906433,113.44298157066112,149.45722453906433|temperature,barometer|make,laugh=today,back|humidity,ene
75.62408857490041,-179.7299897100719,105.62408857490041,-149.7299897100719|trending,1st|super,soy=rain,falling|topic,appears
-15.518665609141124,-133.97822189517615,14.481334390858876,-103.97822189517615|world,outdoors|shit,gonna=fucking,people|weather,follow
-55.5632957770325,-143.74767940970924,-25.5632957770325,-113.74767940970924|boo,correct|back,coming=makes,sense|answer,minutes
-8.238415030615684,-87.63391791010233,21.761584969384316,-57.633917910102326|trending,1st|talk,wanna=watch,gonna|topic,people
-81.37190123216278,148.0744576367564,-51.371901232162784,178.0744576367564|1st,topic|shit,real=make,smile|people,mention
-44.26431352364948,-179.7881811192359,-14.264313523649477,-149.7881811192359|temperature,weather|shut,fuck=fuck,back|barometer,humidity
54.7524817024632,-74.2766188090318,84.7524817024632,-44.2766188090318|1st,topic|game,watch=watch,walking|appears,mention
86.66860053899373,103.04033713059039,116.66860053899373,133.0403371305904|deg,today|night,back=2,insidious|temperature,barometer
38.003989011180124,-27.89006026036199,68.00398901118012,2.1099397396380084|world,cool|hop,hip=back,wanna|style,place
66.63476292827553,174.57497254368764,96.63476292827553,204.57497254368764|cool,style|people,dont=baby,girl|place,hot
-51.40027861857867,-107.83773497136087,-21.400278618578668,-77.83773497136087|art,world|eyes,open=bad,mood|cool,style
-69.76342645246689,-133.96778879003827,-39.76342645246689,-103.96778879003827|style,place|shit,talk=shit,yo|hot,follow
-87.199286867463,-137.92452008367127,-57.199286867463,-107.92452008367127|made,topic|follow,make=change,things|tweets,users
-26.423097721872793,136.95762996537047,3.576902278127207,166.95762996537047|barometer,humidity|things,people=shit,back|slowly,gust
-14.543806147306682,157.77162178107142,15.456193852693318,187.77162178107142|cloudy,2|wide,awake=tonight,night|revenge,watching
-59.11933637814049,-104.24892314664115,-29.11933637814049,-74.24892314664115|humidity,hourly|feel,people=shit,today|pressure,gust
13.632340249798489,-56.46212609948364,43.63234024979849,-26.46212609948364|installer,dish|people,friends=stop,shit|jobs,technician
58.64890613666151,-71.47487108019538,88.64890613666151,-41.474871080195385|hour,humidity|running,km=today,weather|pressure,cest
-65.81262268712517,-45.024926918610305,-35.81262268712517,-15.024926918610305|workout,cycling|gonna,back=made,today|follow,live
38.34217164829775,-31.27052736658581,68.34217164829775,-1.2705273665858101|began,workout|gonna,fuck=girl,wanna|cycling,follow
2.080855661694173,-45.19723098748932,32.08085566169417,-15.19723098748932|hotels,weather|people,funny=girl,make|check,food
-9.672016562825405,-154.986660455449,20.327983437174595,-124.986660455449|rain,falling|bad,bitch=back,hate|rate,today
-9.244486075112775,135.7309159316872,20.755513924887225,165.7309159316872|visiting,hotels|follow,people=shit,gotta|weather,check
-55.80910471974089,61.08679585765441,-25.809104719740887,91.08679585765441|barometer,humidity|shit,hate=2,months|ene,slowly
51.10603923330868,111.52255119875696,81.10603923330868,141.52255119875696|humidity,pressure|make,wanna=birthday,xx|cest,slowly
73.49150953661922,128.88109580577134,103.49150953661922,158.88109580577134|pressure,cest|tonight,gonna=today,feeling|slowly,gust
-18.650171753881736,-104.46424104597169,11.349828246118264,-74.46424104597169|kills,alive|feel,hate=sense,make|makes,feel
-3.32562643544334,95.09704887392155,26.67437356455666,125.09704887392155|poker,limit|dead,watching=weekend,back|casino,tournament
-73.45947714038414,35.447291553688444,-43.45947714038414,65.44729155368844|limit,casino|fuck,fucking=fuck,wanna|tournament,hold
-49.937171340368245,11.269761125552321,-19.937171340368245,41.26976112555232|rain,today|hate,feeling=make,people|temperature,weather
53.515997570514486,-146.47563746162544,83.51599757051449,-116.47563746162544|st,police|fuck,people=talking,people|person,contact
